ELF Code,Country of formation,Country Code (ISO 3166-1),Jurisdiction of formation,Country sub-division code (ISO 3166-2),Entity Legal Form name Local name,Language,Language Code (ISO 639-1),Entity Legal Form name Transliterated name (per ISO 01-140-10),Abbreviations Local language,Abbreviations transliterated,Date created YYYY-MM-DD (ISO 8601),ELF Status ACTV/INAC,Modification,Modification date YYYY-MM-DD (ISO 8601),Reason
JTCO,United Kingdom,GB,,,Credit Union (Northern Ireland),English,en,Credit Union (Northern Ireland),,,7/5/2019,ACTV,jurisdiction of formation and country sub-division code removed,6/10/2020,applies only to entities of the form concerned whose registered office is situated in Northern Ireland. ISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UK
NAUO,United Kingdom,GB,,,Other Company Type,English,en,Other Company Type,,,7/5/2019,INAC,deletion,9/23/2021,not a separate legal entity form
NBTW,United Kingdom,GB,,,Scottish Partnership,English,en,Scottish Partnership,,,7/5/2019,ACTV,jurisdiction of formation and country sub-division code removed,6/10/2020,applies only to entities of the form concerned whose registered office is situated in Scotland. ISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UK
Q0M5,United Kingdom,GB,,,Unregistered Company,English,en,Unregistered Company,,,11/30/2017,ACTV,,,
STX7,United Kingdom,GB,,,Scottish Charitable Incorporated Organisation,English,en,Scottish Charitable Incorporated Organisation,,,7/5/2019,ACTV,jurisdiction of formation and country sub-division code removed,6/10/2020,applies only to entities of the form concerned whose registered office is situated in Scotland. ISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UK
T61R,United Kingdom,GB,,,cyfyngedig,Welsh,cy,cyfyngedig,cyf;cyf.,,11/30/2017,INAC,deletion,7/5/2019,code replaced by H0PO. ISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UK
TT2H,United Kingdom,GB,,,Protected Cell Company,English,en,Protected Cell Company,,,7/5/2019,ACTV,,,
TYJK,United Kingdom,GB,,,Private Limited by Guarantee/No Share Capital (Use of Limited Exemption),English,en,Private Limited by Guarantee/No Share Capital (Use of Limited Exemption),,,7/5/2019,INAC,deletion,6/10/2020,this is a duplication of the Private Limited by Guarantee / No Share Capital (ELF code G12F)
U6R9,United Kingdom,GB,,,European Economic Interest Grouping,English,en,European Economic Interest Grouping,EEIG,,11/30/2017,INAC,deletion,1/1/2021,change in UK legislation; replaced by the new legal form United Kingdom Economic Interest Grouping
UTY8,United Kingdom,GB,,,Community Benefit Society (Northern Ireland),English,en,Community Benefit Society (Northern Ireland),BenCom,,7/5/2019,ACTV,jurisdiction of formation and country sub-division code removed,6/10/2020,applies only to entities of the form concerned whose registered office is situated in Northern Ireland. ISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UK
VV0W,United Kingdom,GB,,,Investment Company with Variable Capital,English,en,Investment Company with Variable Capital,,,7/5/2019,ACTV,,,
VYF8,United Kingdom,GB,,,United Kingdom Economic Interest Grouping,English,en,United Kingdom Economic Interest Grouping,UKEIG,,9/23/2021,ACTV,,,new legal form per 1 January 2021 to replace the European legal form European Economic Interest Grouping
WBQU,United Kingdom,GB,,,Credit Union,English,en,Credit Union,,,7/5/2019,ACTV,jurisdiction of formation and country sub-division code removed,6/10/2020,ISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UK
WJ0A,United Kingdom,GB,,,Partneriaeth Atebolrwydd Cyfyngedig,Welsh,cy,Partneriaeth Atebolrwydd Cyfyngedig,PAC,,11/30/2017,INAC,deletion,7/5/2019,code replaced by Z0EY. ISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UK
XLZV,United Kingdom,GB,,,Registered Society,English,en,Registered Society,,,7/5/2019,ACTV,,,
Z0EY,United Kingdom,GB,,,Limited Liability Partnership,English,en,Limited Liability Partnership,limited liability partnership;LLP;Limited Liability Partnership,,11/30/2017,ACTV,,,
Z0EY,United Kingdom,GB,,,Partneriaeth Atebolrwydd Cyfyngedig,Welsh,cy,Partneriaeth Atebolrwydd Cyfyngedig,PAC,,11/30/2017,ACTV,correction of code for legal form,7/5/2019,applies only to entities of the form concerned whose registered office is situated in Wales and choose to use the Welsh language version
ZQ6S,United Kingdom,GB,,,Old Public Company,English,en,Old Public Company,Ltd;Ltd.;Limited,,11/30/2017,ACTV,,,
ZZGG,United Kingdom,GB,,,Co-operative Society,English,en,Co-operative Society,Co-op,,7/5/2019,ACTV,jurisdiction of formation and country sub-division code removed,6/10/2020,ISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UK
380O,United States of America,US,,,Federal Savings Association,English,en,Federal Savings Association,FSA,,9/23/2021,ACTV,,,entity legal forms incorporated on federal US level
3MM4,United States of America,US,,,Edge Act Corporation,English,en,Edge Act Corporation,,,9/23/2021,ACTV,,,entity legal forms incorporated on federal US level
62VJ,United States of America,US,,,National Bank,English,en,National Bank,N.A.,,9/23/2021,ACTV,,,entity legal forms incorporated on federal US level
Z7ER,United States of America,US,,,Mutual Savings and Loan Holding Company,English,en,Mutual Savings and Loan Holding Company,,,9/23/2021,ACTV,,,entity legal forms incorporated on federal US level
CR3H,United States of America,US,Alabama,US-AL,Registered Limited Liability Partnership,English,en,Registered Limited Liability Partnership,L.L.P.;LLP,,6/10/2020,ACTV,,,
CWRI,United States of America,US,Alabama,US-AL,Limited Liability Company,English,en,Limited Liability Company,L.L.C.;LLC,,6/10/2020,ACTV,,,
FIP8,United States of America,US,Alabama,US-AL,Savings Bank,English,en,Savings Bank,,,9/23/2021,ACTV,,,
HFGV,United States of America,US,Alabama,US-AL,For-Profit Corporation,English,en,For-Profit Corporation,Inc.;Corp.,,6/10/2020,ACTV,,,
HN8W,United States of America,US,Alabama,US-AL,Limited Partnership,English,en,Limited Partnership,,,6/10/2020,ACTV,,,
JPZW,United States of America,US,Alabama,US-AL,Savings and Loan Association,English,en,Savings and Loan Association,,,9/23/2021,ACTV,,,
QUNR,United States of America,US,Alabama,US-AL,Commercial Bank,English,en,Commercial Bank,,,9/23/2021,ACTV,,,
V65U,United States of America,US,Alabama,US-AL,Non-Profit Corporation,English,en,Non-Profit Corporation,,,6/10/2020,ACTV,,,
WDT2,United States of America,US,Alabama,US-AL,Limited Liability Limited Partnership,English,en,Limited Liability Limited Partnership,,,6/10/2020,ACTV,,,
7GTR,United States of America,US,Alaska,US-AK,Public Corporation,English,en,Public Corporation,,,9/23/2021,ACTV,,,
7QKB,United States of America,US,Alaska,US-AK,Commercial Bank,English,en,Commercial Bank,,,9/23/2021,ACTV,,,
9A4Q,United States of America,US,Alaska,US-AK,Religious Corporation,English,en,Religious Corporation,,,6/10/2020,ACTV,,,
BRO8,United States of America,US,Alaska,US-AK,Business Corporation,English,en,Business Corporation,INC,,6/10/2020,ACTV,abbreviation added,9/23/2021,addition of abbreviation
C0VE,United States of America,US,Alaska,US-AK,Savings Bank,English,en,Savings Bank,,,9/23/2021,ACTV,,,
D4YS,United States of America,US,Alaska,US-AK,Limited Liability Company,English,en,Limited Liability Company,L.L.C.;LLC,,6/10/2020,ACTV,,,
EQAQ,United States of America,US,Alaska,US-AK,Sole Proprietorship,English,en,Sole Proprietorship,,,9/23/2021,ACTV,,,
K2BJ,United States of America,US,Alaska,US-AK,Non-Profit Corporation,English,en,Non-Profit Corporation,,,6/10/2020,ACTV,,,
M886,United States of America,US,Alaska,US-AK,Limited Liability Partnership,English,en,Limited Liability Partnership,L.L.P.;LLP,,6/10/2020,ACTV,,,
OVBT,United States of America,US,Alaska,US-AK,Professional Corporation,English,en,Professional Corporation,P.C.,,6/10/2020,ACTV,,,
TRS2,United States of America,US,Alaska,US-AK,Cooperative Corporation,English,en,Cooperative Corporation,COOP,,6/10/2020,ACTV,abbreviation added,9/23/2021,addition of abbreviation
VXDE,United States of America,US,Alaska,US-AK,Limited Partnership,English,en,Limited Partnership,LP,,6/10/2020,ACTV,abbreviation added,9/23/2021,addition of abbreviation
WNKG,United States of America,US,Alaska,US-AK,Partnership,English,en,Partnership,,,9/23/2021,ACTV,,,
1T9S,United States of America,US,Arizona,US-AZ,Commercial Bank,English,en,Commercial Bank,,,9/23/2021,ACTV,,,
5MNR,United States of America,US,Arizona,US-AZ,Professional Corporation,English,en,Professional Corporation,,,11/30/2017,ACTV,,,
78H5,United States of America,US,Arizona,US-AZ,Corporation (Nonprofit),English,en,Corporation (Nonprofit),,,11/30/2017,ACTV,,,
A9AW,United States of America,US,Arizona,US-AZ,Limited Partnership,English,en,Limited Partnership,,,11/30/2017,ACTV,,,
D8PB,United States of America,US,Arizona,US-AZ,Business Development Corporation,English,en,Business Development Corporation,,,11/30/2017,ACTV,,,
FGVH,United States of America,US,Arizona,US-AZ,Corporation (Business or for-profit),English,en,Corporation (Business or for-profit),,,11/30/2017,ACTV,,,
IMDT,United States of America,US,Arizona,US-AZ,Limited Liability Limited Partnership,English,en,Limited Liability Limited Partnership,,,11/30/2017,ACTV,,,
IVQQ,United States of America,US,Arizona,US-AZ,Corporation Sole,English,en,Corporation Sole,,,11/30/2017,ACTV,,,
N69M,United States of America,US,Arizona,US-AZ,Limited Liability Partnership,English,en,Limited Liability Partnership,,,11/30/2017,ACTV,,,
O85W,United States of America,US,Arizona,US-AZ,Limited Liability Company,English,en,Limited Liability Company,,,11/30/2017,ACTV,,,
P24O,United States of America,US,Arizona,US-AZ,Business Trust,English,en,Business Trust,,,11/30/2017,ACTV,,,
QEEJ,United States of America,US,Arizona,US-AZ,Professional Limited Liability Company,English,en,Professional Limited Liability Company,,,11/30/2017,ACTV,,,
QUJ5,United States of America,US,Arizona,US-AZ,Benefit Corporation,English,en,Benefit Corporation,,,11/30/2017,ACTV,,,
RSWJ,United States of America,US,Arizona,US-AZ,General Partnership,English,en,General Partnership,,,11/30/2017,ACTV,,,
S68T,United States of America,US,Arizona,US-AZ,Electric Cooperative Nonprofit Membership Corporation,English,en,Electric Cooperative Nonprofit Membership Corporation,,,11/30/2017,ACTV,,,
ST2Q,United States of America,US,Arizona,US-AZ,Cooperative Marketing Association,English,en,Cooperative Marketing Association,,,11/30/2017,ACTV,,,
UGE3,United States of America,US,Arizona,US-AZ,Nonprofit Electric Generation and Transmission Cooperative Corporation,English,en,Nonprofit Electric Generation and Transmission Cooperative Corporation,,,11/30/2017,ACTV,,,
VKPN,United States of America,US,Arizona,US-AZ,Close Corporation,English,en,Close Corporation,,,11/30/2017,ACTV,,,
1K9U,United States of America,US,Arkansas,US-AR,Non-Profit Corporation,English,en,Non-Profit Corporation,,,6/10/2020,ACTV,,,
EJX1,United States of America,US,Arkansas,US-AR,For-Profit Corporation,English,en,For-Profit Corporation,Corp.;Inc.;Co.;Ltd.,,6/10/2020,ACTV,,,
GD6J,United States of America,US,Arkansas,US-AR,Savings Bank,English,en,Savings Bank,,,9/23/2021,ACTV,correction of country subdivison code,10/21/2021,correction of country subdivison code
JR6U,United States of America,US,Arkansas,US-AR,Commercial Bank,English,en,Commercial Bank,,,9/23/2021,ACTV,correction of country subdivison code,10/21/2021,correction of country subdivison code
KGZ8,United States of America,US,Arkansas,US-AR,Limited Liability Partnership,English,en,Limited Liability Partnership,,,6/10/2020,ACTV,,,
L2DM,United States of America,US,Arkansas,US-AR,Limited Liability Limited Partnership,English,en,Limited Liability Limited Partnership,LLLP;L.L.L.P.,,6/10/2020,ACTV,,,
M4FO,United States of America,US,Arkansas,US-AR,Limited Liability Company,English,en,Limited Liability Company,Corporation;Incorporated;Company;Limited;Corp.;Inc.;Co.;Ltd.,,6/10/2020,ACTV,,,
MJJZ,United States of America,US,Arkansas,US-AR,Limited Partnership,English,en,Limited Partnership,,,6/10/2020,ACTV,,,
4JCS,United States of America,US,California,US-CA,Non-deposit Trust Company,English,en,Non-deposit Trust Company,,,9/23/2021,ACTV,,,
5HQ4,United States of America,US,California,US-CA,Limited Partnership,English,en,Limited Partnership,LP;L.P.;LLLP;L.L.L.P.,,6/10/2020,ACTV,,,
5Y1L,United States of America,US,California,US-CA,Industrial Bank,English,en,Industrial Bank,,,9/23/2021,ACTV,,,
7CDL,United States of America,US,California,US-CA,For-Profit Corporation Close,English,en,For-Profit Corporation Close,Corporation;Company;Incorporated;Incorporation;Limited;Corp;Co;Inc;Ltd,,6/10/2020,ACTV,,,
BADE,United States of America,US,California,US-CA,Nonprofit Common Interest Development Association,English,en,Nonprofit Common Interest Development Association,,,6/10/2020,ACTV,,,
CVXK,United States of America,US,California,US-CA,Nonprofit Corporation Religious,English,en,Nonprofit Corporation Religious,,,6/10/2020,ACTV,,,
EI4J,United States of America,US,California,US-CA,Limited Liability Company,English,en,Limited Liability Company,LLC;L.L.C.,,6/10/2020,ACTV,,,
G1P6,United States of America,US,California,US-CA,Nonprofit Corporation Mutual Benefit,English,en,Nonprofit Corporation Mutual Benefit,,,6/10/2020,ACTV,,,
H1UM,United States of America,US,California,US-CA,For-Profit Corporation General Stock,English,en,For-Profit Corporation General Stock,Corporation;Company;Incorporated;Incorporation;Limited;Corp;Co;Inc;Ltd,,6/10/2020,ACTV,,,
K7YU,United States of America,US,California,US-CA,Nonprofit Corporation Public Benefit,English,en,Nonprofit Corporation Public Benefit,,,6/10/2020,ACTV,,,
KQXA,United States of America,US,California,US-CA,Commercial Bank,English,en,Commercial Bank,,,9/23/2021,ACTV,,,
LYRX,United States of America,US,California,US-CA,Savings and Loan Association,English,en,Savings and Loan Association,,,9/23/2021,ACTV,,,
N295,United States of America,US,California,US-CA,Savings Bank,English,en,Savings Bank,,,9/23/2021,ACTV,,,
PZR6,United States of America,US,California,US-CA,For-Profit Corporation Professional,English,en,For-Profit Corporation Professional,PC,,6/10/2020,ACTV,,,
SQ7B,United States of America,US,California,US-CA,General Partnership,English,en,General Partnership,,,6/10/2020,ACTV,,,
1JXS,United States of America,US,Colorado,US-CO,Savings Bank,English,en,Savings Bank,,,9/23/2021,ACTV,,,
81WV,United States of America,US,Colorado,US-CO,Limited Cooperative Association,English,en,Limited Cooperative Association,L.C.A.;LCA,,6/10/2020,ACTV,,,
BC32,United States of America,US,Colorado,US-CO,Limited Partnership Association,English,en,Limited Partnership Association,,,6/10/2020,ACTV,,,
HLCG,United States of America,US,Colorado,US-CO,Limited Partnership,English,en,Limited Partnership,limited;company;l.p.;lp;ltd.;co.,,6/10/2020,ACTV,,,
I3Z9,United States of America,US,Colorado,US-CO,For-Profit Public Benefit Corporation,English,en,For-Profit Public Benefit Corporation,Corporation;Company;Incorporated;Limited;Corp;Co;Inc;Ltd,,6/10/2020,ACTV,,,
L10T,United States of America,US,Colorado,US-CO,Limited Liability Company,English,en,Limited Liability Company,limited liability company;ltd. liability company;limited liability co.;ltd. liability co.;limited;l.l.c.;llc;ltd.,,6/10/2020,ACTV,,,
LDHG,United States of America,US,Colorado,US-CO,Savings and Loan Association,English,en,Savings and Loan Association,,,9/23/2021,ACTV,,,
M64D,United States of America,US,Colorado,US-CO,Limited Liability Partnership,English,en,Limited Liability Partnership,Limited;Ltd.;L.L.P.;LLP;RLLP;R.L.L.P.,,6/10/2020,ACTV,,,
OWR6,United States of America,US,Colorado,US-CO,For-Profit Corporation,English,en,For-Profit Corporation,Corporation;Incorporated;Company;Limited;Corp.;Inc.;Co.;Ltd.,,6/10/2020,ACTV,,,
PDLV,United States of America,US,Colorado,US-CO,Non-Profit Corporation,English,en,Non-Profit Corporation,,,6/10/2020,ACTV,,,
TOBE,United States of America,US,Colorado,US-CO,Commercial Bank,English,en,Commercial Bank,,,9/23/2021,ACTV,,,
WE9D,United States of America,US,Colorado,US-CO,Limited Liability Limited Partnership,English,en,Limited Liability Limited Partnership,Limited;Company;L.P.;Lp;Co.;L.L.L.P.;Lllp;LTD.;R.L.L.L.P.;RLLLP,,6/10/2020,ACTV,,,
ZCHO,United States of America,US,Colorado,US-CO,Cooperative Association,English,en,Cooperative Association,incorporated;company;limited;coop;ass’n;assn;assoc.;inc.;co.;ltd.,,6/10/2020,ACTV,,,
7W53,United States of America,US,Connecticut,US-CT,Nonstock Corporation,English,en,Nonstock Corporation,,,6/10/2020,ACTV,,,
JKOT,United States of America,US,Connecticut,US-CT,Stock Corporation,English,en,Stock Corporation,Inc.;Co.;Corp.,,6/10/2020,ACTV,,,
L7HH,United States of America,US,Connecticut,US-CT,Religious Society or Religious Corporation,English,en,Religious Society or Religious Corporation,,,6/10/2020,ACTV,,,
LIEA,United States of America,US,Connecticut,US-CT,Savings Bank,English,en,Savings Bank,,,9/23/2021,ACTV,,,
LKQ2,United States of America,US,Connecticut,US-CT,Limited Partnership,English,en,Limited Partnership,,,6/10/2020,ACTV,,,
SHCN,United States of America,US,Connecticut,US-CT,Statutory Trust,English,en,Statutory Trust,,,6/10/2020,ACTV,,,
T5X4,United States of America,US,Connecticut,US-CT,Savings and Loan Association,English,en,Savings and Loan Association,,,9/23/2021,ACTV,,,
