ELF Code,Country of formation,Country Code (ISO 3166-1),Jurisdiction of formation,Country sub-division code (ISO 3166-2),Entity Legal Form name Local name,Language,Language Code (ISO 639-1),Entity Legal Form name Transliterated name (per ISO 01-140-10),Abbreviations Local language,Abbreviations transliterated,Date created YYYY-MM-DD (ISO 8601),ELF Status ACTV/INAC,Modification,Modification date YYYY-MM-DD (ISO 8601),Reason
CQMY,Switzerland,CH,,,Limited partnership,English,en,Limited partnership,Ltd partnership,,11/30/2017,ACTV,,,
CQMY,Switzerland,CH,,,Société en commandite,French,fr,Société en commandite,Soc. en commandite,,11/30/2017,ACTV,,,
CQMY,Switzerland,CH,,,Kommanditgesellschaft,German,de,Kommanditgesellschaft,Kommanditgesellsch.,,11/30/2017,ACTV,,,
CQMY,Switzerland,CH,,,Società in accomandita,Italian,it,Società in accomandita,Soc. in accomandita,,11/30/2017,ACTV,,,
DP2E,Switzerland,CH,,,International organisation,English,en,International organisation,Internat. Org.,,11/30/2017,ACTV,,,
DP2E,Switzerland,CH,,,Organisation Internationale,French,fr,Organisation Internationale,Org. Internationales,,11/30/2017,ACTV,,,
DP2E,Switzerland,CH,,,Internationale Organisation,German,de,Internationale Organisation,Int. Organisation,,11/30/2017,ACTV,,,
DP2E,Switzerland,CH,,,Organizazioni Internazionali,Italian,it,Organizazioni Internazionali,Org. Internazionali,,11/30/2017,ACTV,,,
E0NE,Switzerland,CH,,,Public corporation,English,en,Public corporation,Public corporation,,11/30/2017,ACTV,,,
E0NE,Switzerland,CH,,,Corporation de droit public,French,fr,Corporation de droit public,Corp. droit public,,11/30/2017,ACTV,,,
E0NE,Switzerland,CH,,,öffentlich-rechtliche Körperschaft (Verwaltung),German,de,öffentlich-rechtliche Körperschaft (Verwaltung),öff.-rechtl. Körp.,,11/30/2017,ACTV,,,
E0NE,Switzerland,CH,,,"Amm. corporazioni, consorzi, patriziati di diritto pubblico",Italian,it,"Amm. corporazioni, consorzi, patriziati di diritto pubblico",Corp. diritto pubb.,,11/30/2017,ACTV,,,
FFTN,Switzerland,CH,,,Cantonal administration,English,en,Cantonal administration,Cantonal administration,,11/30/2017,ACTV,,,
FFTN,Switzerland,CH,,,Administration du canton,French,fr,Administration du canton,Canton,,11/30/2017,ACTV,,,
FFTN,Switzerland,CH,,,Verwaltung des Kantons,German,de,Verwaltung des Kantons,Kanton,,11/30/2017,ACTV,,,
FFTN,Switzerland,CH,,,Amministrazione del cantone,Italian,it,Amministrazione del cantone,Cantone,,11/30/2017,ACTV,,,
FJG4,Switzerland,CH,,,Trust,German,de,Trust,,,7/5/2019,ACTV,,,
FJG4,Switzerland,CH,,,Trust,English,en,Trust,,,7/5/2019,ACTV,,,
FJG4,Switzerland,CH,,,Trust,French,fr,Trust,,,7/5/2019,ACTV,,,
FJG4,Switzerland,CH,,,Trust,Italian,it,Trust,,,7/5/2019,ACTV,,,
FLNB,Switzerland,CH,,,Fonds,German,de,Fonds,,,7/5/2019,ACTV,,,
FLNB,Switzerland,CH,,,Fund,English,en,Fund,,,7/5/2019,ACTV,,,
FLNB,Switzerland,CH,,,Fonds,French,fr,Fonds,,,7/5/2019,ACTV,,,
FLNB,Switzerland,CH,,,Fondo,Italian,it,Fondo,,,7/5/2019,ACTV,,,
GP8M,Switzerland,CH,,,Local administration,English,en,Local administration,Local administration,,11/30/2017,ACTV,,,
GP8M,Switzerland,CH,,,Administration communale,French,fr,Administration communale,Commune,,11/30/2017,ACTV,,,
GP8M,Switzerland,CH,,,Verwaltung der Gemeinde,German,de,Verwaltung der Gemeinde,Gemeinde,,11/30/2017,ACTV,,,
GP8M,Switzerland,CH,,,Amministrazione comunale,Italian,it,Amministrazione comunale,Comune,,11/30/2017,ACTV,,,
H781,Switzerland,CH,,,Association,English,en,Association,,,11/30/2017,ACTV,,,
H781,Switzerland,CH,,,"Association politique, religieuse, scientifique, etc.",French,fr,"Association politique, religieuse, scientifique, etc.",,,11/30/2017,ACTV,,,
H781,Switzerland,CH,,,Verein,German,de,Verein,,,11/30/2017,ACTV,,,
H781,Switzerland,CH,,,"Associazione politico, religioso, scientifico, ecc.",Italian,it,"Associazione politico, religioso, scientifico, ecc.",,,11/30/2017,ACTV,,,
HX77,Switzerland,CH,,,Cantonal public company,English,en,Cantonal public company,Cant. publ. co.,,11/30/2017,ACTV,,,
HX77,Switzerland,CH,,,Entreprise publique cantonale,French,fr,Entreprise publique cantonale,Ent. pub. cantonale,,11/30/2017,ACTV,,,
HX77,Switzerland,CH,,,Unternehmen des Kantons,German,de,Unternehmen des Kantons,öff. Unt. Kanton,,11/30/2017,ACTV,,,
HX77,Switzerland,CH,,,Impresa pubblica cantonale,Italian,it,Impresa pubblica cantonale,Imp. pubb. cantonale,,11/30/2017,ACTV,,,
JB25,Switzerland,CH,,,Swiss branch of an enterprise domiciled abroad registered in the commercial registrer,English,en,Swiss branch of an enterprise domiciled abroad registered in the commercial registrer,Foreign PLC,,11/30/2017,INAC,deletion,6/10/2020,this is not a Swiss legal form
JB25,Switzerland,CH,,,Succursale suisse d'une entreprise domiciliée à l'étranger inscrite au registre de commerce,French,fr,Succursale suisse d'une entreprise domiciliée à l'étranger inscrite au registre de commerce,SAdom. étran.,,11/30/2017,INAC,deletion,6/10/2020,this is not a Swiss legal form
JB25,Switzerland,CH,,,Ausländische Niederlassung im Handelsregister eingetragen,German,de,Ausländische Niederlassung im Handelsregister eingetragen,Ausl. AG & LTD,,11/30/2017,INAC,deletion,6/10/2020,this is not a Swiss legal form
JB25,Switzerland,CH,,,Succursale di una impresa domiciliata all'estero iscritta al registro di commercio,Italian,it,Succursale di una impresa domiciliata all'estero iscritta al registro di commercio,SA dom. estero,,11/30/2017,INAC,deletion,6/10/2020,this is not a Swiss legal form
KJ9Q,Switzerland,CH,,,Non-commercial power of attorney,English,en,Non-commercial power of attorney,Power Att.,,11/30/2017,ACTV,,,
KJ9Q,Switzerland,CH,,,Procurations non commerciales,French,fr,Procurations non commerciales,Procuration,,11/30/2017,ACTV,,,
KJ9Q,Switzerland,CH,,,Nichtkaufmännische Prokuren,German,de,Nichtkaufmännische Prokuren,Prokura,,11/30/2017,ACTV,,,
KJ9Q,Switzerland,CH,,,Procura non commerciale,Italian,it,Procura non commerciale,Procura,,11/30/2017,ACTV,,,
L5DU,Switzerland,CH,,,Local public company,English,en,Local public company,Loc. publ. co.,,11/30/2017,ACTV,,,
L5DU,Switzerland,CH,,,Entreprise publique communale,French,fr,Entreprise publique communale,Ent. pub. communale,,11/30/2017,ACTV,,,
L5DU,Switzerland,CH,,,Unternehmen der Gemeinde,German,de,Unternehmen der Gemeinde,öff. Unt. Gemeinde,,11/30/2017,ACTV,,,
L5DU,Switzerland,CH,,,Impresa pubblica comunale,Italian,it,Impresa pubblica comunale,Imp. pubb. comunale,,11/30/2017,ACTV,,,
M848,Switzerland,CH,,,Corpororate public company,English,en,Corpororate public company,Corp. publ. co.,,11/30/2017,ACTV,,,
M848,Switzerland,CH,,,Entreprise publique d'une corpororation,French,fr,Entreprise publique d'une corpororation,Ent. pub. corpor.,,11/30/2017,ACTV,,,
M848,Switzerland,CH,,,öffentlich-rechtliche Körperschaft (Unternehmen),German,de,öffentlich-rechtliche Körperschaft (Unternehmen),öff. Unt. Körp.,,11/30/2017,ACTV,,,
M848,Switzerland,CH,,,Impresa o ente pubblico di una corporazione,Italian,it,Impresa o ente pubblico di una corporazione,Imp. pubb. corpora.,,11/30/2017,ACTV,,,
MRSY,Switzerland,CH,,,General partnership,English,en,General partnership,Partnership (general),,11/30/2017,ACTV,,,
MRSY,Switzerland,CH,,,Société en nom collectif,French,fr,Société en nom collectif,Soc. nom collectif,,11/30/2017,ACTV,,,
MRSY,Switzerland,CH,,,Kollektivgesellschaft,German,de,Kollektivgesellschaft,Kollektivgesellsch.,,11/30/2017,ACTV,,,
MRSY,Switzerland,CH,,,Società in nome collettivo,Italian,it,Società in nome collettivo,Soc. nome collettivo,,11/30/2017,ACTV,,,
MVII,Switzerland,CH,,,Company limited by shares,English,en,Company limited by shares,PLC,,11/30/2017,ACTV,,,
MVII,Switzerland,CH,,,Société anonyme,French,fr,Société anonyme,SA,,11/30/2017,ACTV,,,
MVII,Switzerland,CH,,,Aktiengesellschaft,German,de,Aktiengesellschaft,AG,,11/30/2017,ACTV,,,
MVII,Switzerland,CH,,,Società anonima,Italian,it,Società anonima,SA,,11/30/2017,ACTV,,,
OBFU,Switzerland,CH,,,Representative of an ownership in undivided shares,English,en,Representative of an ownership in undivided shares,Undivided,,11/30/2017,ACTV,,,
OBFU,Switzerland,CH,,,Représentants d'indivisions,French,fr,Représentants d'indivisions,Indivisions,,11/30/2017,ACTV,,,
OBFU,Switzerland,CH,,,Haupt von Gemeinderschaften,German,de,Haupt von Gemeinderschaften,,,11/30/2017,ACTV,,,
OBFU,Switzerland,CH,,,Rappresentanti d'indivisioni,Italian,it,Rappresentanti d'indivisioni,Indivisioni,,11/30/2017,ACTV,,,
QSI2,Switzerland,CH,,,Cooperative,English,en,Cooperative,,,11/30/2017,ACTV,,,
QSI2,Switzerland,CH,,,Société coopérative,French,fr,Société coopérative,,,11/30/2017,ACTV,,,
QSI2,Switzerland,CH,,,Genossenschaft,German,de,Genossenschaft,,,11/30/2017,ACTV,,,
QSI2,Switzerland,CH,,,Società cooperativa,Italian,it,Società cooperativa,,,11/30/2017,ACTV,,,
R9TC,Switzerland,CH,,,Foreign enterprise,English,en,Foreign enterprise,Foreign Enterprise,,11/30/2017,INAC,deletion,6/10/2020,this is not a Swiss legal form
R9TC,Switzerland,CH,,,Entreprise étrangère,French,fr,Entreprise étrangère,Ent. Etrangère,,11/30/2017,INAC,deletion,6/10/2020,this is not a Swiss legal form
R9TC,Switzerland,CH,,,Ausländische Unternehmen,German,de,Ausländische Unternehmen,Aus. Unt.,,11/30/2017,INAC,deletion,6/10/2020,this is not a Swiss legal form
R9TC,Switzerland,CH,,,Impresa straniera,Italian,it,Impresa straniera,Imp. Str.,,11/30/2017,INAC,deletion,6/10/2020,this is not a Swiss legal form
TL87,Switzerland,CH,,,Limited partnership for collective investments,English,en,Limited partnership for collective investments,Ldt part. Coll. Invest.,,11/30/2017,ACTV,,,
TL87,Switzerland,CH,,,Société en commandite de placements collectifs,French,fr,Société en commandite de placements collectifs,Soc. com. Investissement,,11/30/2017,ACTV,,,
TL87,Switzerland,CH,,,Kommanditgesellschaft fuer kollektive Kapitalanlagen,German,de,Kommanditgesellschaft fuer kollektive Kapitalanlagen,Kommandit. Kapitalanlagen,,11/30/2017,ACTV,,,
TL87,Switzerland,CH,,,Società in accomandita per investimenti collettivi di capitale,Italian,it,Società in accomandita per investimenti collettivi di capitale,Soc. com. investimenti,,11/30/2017,ACTV,,,
UNA9,Switzerland,CH,,,Swiss branch registered at the registry of commerce,English,en,Swiss branch registered at the registry of commerce,Branch RC,,11/30/2017,INAC,deletion,6/10/2020,this is not a separate legal form; a branch has the legal form of the main company itself
UNA9,Switzerland,CH,,,Succursale suisse enregistrée au registre de commerce,French,fr,Succursale suisse enregistrée au registre de commerce,Succ. RC,,11/30/2017,INAC,deletion,6/10/2020,this is not a separate legal form; a branch has the legal form of the main company itself
UNA9,Switzerland,CH,,,Schweizerische Zweigniederlassung im Handelsregister eingetragen,German,de,Schweizerische Zweigniederlassung im Handelsregister eingetragen,Zweig. HR,,11/30/2017,INAC,deletion,6/10/2020,this is not a separate legal form; a branch has the legal form of the main company itself
UNA9,Switzerland,CH,,,Succursale svizzera registrata nel registro di commercio,Italian,it,Succursale svizzera registrata nel registro di commercio,Succ. RC,,11/30/2017,INAC,deletion,6/10/2020,this is not a separate legal form; a branch has the legal form of the main company itself
VPRH,Switzerland,CH,,,District public company,English,en,District public company,Distr. publ. co.,,11/30/2017,ACTV,,,
VPRH,Switzerland,CH,,,Entreprise publique de district,French,fr,Entreprise publique de district,Ent. pub. district,,11/30/2017,ACTV,,,
VPRH,Switzerland,CH,,,öffentliches Unternehmen des Bezirks,German,de,öffentliches Unternehmen des Bezirks,öff. Unt. Bezirk,,11/30/2017,ACTV,,,
VPRH,Switzerland,CH,,,Impresa pubblica di distretto,Italian,it,Impresa pubblica di distretto,Imp. pubb. distretto,,11/30/2017,ACTV,,,
W6A7,Switzerland,CH,,,Patnership limited by shares,English,en,Patnership limited by shares,,,11/30/2017,ACTV,,,
W6A7,Switzerland,CH,,,Société en commandite par action,French,fr,Société en commandite par action,Soc. comm. action,,11/30/2017,ACTV,,,
W6A7,Switzerland,CH,,,Kommanditaktiengesellschaft,German,de,Kommanditaktiengesellschaft,Kommandit-AG,,11/30/2017,ACTV,,,
W6A7,Switzerland,CH,,,Società in accomandita per azioni,Italian,it,Società in accomandita per azioni,Soc. com. per azioni,,11/30/2017,ACTV,,,
XJOT,Switzerland,CH,,,Investment company with variable capital,English,en,Investment company with variable capital,,,11/30/2017,ACTV,,,
XJOT,Switzerland,CH,,,Société d'investissement à capital variable (SICAV),French,fr,Société d'investissement à capital variable (SICAV),,,11/30/2017,ACTV,,,
XJOT,Switzerland,CH,,,Investmentgesellschaft mit variablem Kapital (SICAV),German,de,Investmentgesellschaft mit variablem Kapital (SICAV),,,11/30/2017,ACTV,,,
XJOT,Switzerland,CH,,,Società di investimento a capitale variabile (SICAV),Italian,it,Società di investimento a capitale variabile (SICAV),,,11/30/2017,ACTV,,,
YRGM,Switzerland,CH,,,District administration,English,en,District administration,District administration,,11/30/2017,ACTV,,,
YRGM,Switzerland,CH,,,Administration du district,French,fr,Administration du district,District,,11/30/2017,ACTV,,,
YRGM,Switzerland,CH,,,Verwaltung des Bezirks,German,de,Verwaltung des Bezirks,Bezirk,,11/30/2017,ACTV,,,
YRGM,Switzerland,CH,,,Amministrazione del distretto,Italian,it,Amministrazione del distretto,Distretto,,11/30/2017,ACTV,,,
UZUP,Tonga,TO,,,Local Company,English,en,Local Company,,,6/10/2020,ACTV,,,
ZQEN,Tonga,TO,,,Overseas Company,English,en,Overseas Company,,,6/10/2020,ACTV,,,
AF67,Tunisia,TN,,,Société unipersonnelle à responsabilité limitée,French,fr,Société unipersonnelle à responsabilité limitée,SUARL,,9/23/2021,ACTV,,,
F502,Tunisia,TN,,,Entreprise individuelle,French,fr,Entreprise individuelle,,,9/23/2021,ACTV,,,
WSE1,Tunisia,TN,,,Société à responsabilité limitée,French,fr,Société à responsabilité limitée,SARL,,9/23/2021,ACTV,,,
YVSL,Tunisia,TN,,,Société anonyme,French,fr,Société anonyme,SA,,9/23/2021,ACTV,,,
5T3H,Turkey,TR,,,Fonlar,Turkish,tr,Fonlar,,,7/5/2019,ACTV,,,
JMQU,Turkey,TR,,,kollektif şirket,Turkish,tr,kollektif şirket,Koll.Şti.,,11/30/2017,ACTV,,,
ONVA,Turkey,TR,,,komandit şirket,Turkish,tr,komandit şirket,Kom.Şti,,11/30/2017,ACTV,,,
R5UT,Turkey,TR,,,limited şirket,Turkish,tr,limited şirket,Ltd. Şti.,,11/30/2017,ACTV,,,
W2SQ,Turkey,TR,,,anonim şirket,Turkish,tr,anonim şirket,A.Ş.,,11/30/2017,ACTV,,,
F8VX,United Arab Emirates,AE,,,Joint Liability Company,English,en,Joint Liability Company,,,7/5/2019,ACTV,,,
JGNU,United Arab Emirates,AE,,,Public Joint Stock Company,English,en,Public Joint Stock Company,,,7/5/2019,ACTV,,,
LOL8,United Arab Emirates,AE,,,Simple Commandite Company,English,en,Simple Commandite Company,,,7/5/2019,ACTV,,,
MV4S,United Arab Emirates,AE,,,Sole Proprietor,English,en,Sole Proprietor,,,6/10/2020,ACTV,,,
RWVW,United Arab Emirates,AE,,,Limited Liability Company,English,en,Limited Liability Company,,,7/5/2019,ACTV,,,
WR09,United Arab Emirates,AE,,,Private Joint Stock Company,English,en,Private Joint Stock Company,,,7/5/2019,ACTV,,,
4VPM,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Incorporated Cell,English,en,Incorporated Cell,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
6H9F,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Open Ended Investment Company,English,en,Open Ended Investment Company,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
9I58,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Private Company Unlimited without Shares,English,en,Private Company Unlimited without Shares,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
9U6F,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Limited Liability Partnership,English,en,Limited Liability Partnership,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
B13W,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Restricted Scope Company,English,en,Restricted Scope Company,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
FE4G,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Protected Cell Company,English,en,Protected Cell Company,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
GU5E,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Public Company Limited by Shares,English,en,Public Company Limited by Shares,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
H8MU,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Limited Partnership,English,en,Limited Partnership,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
HECG,United Arab Emirates,AE,Abu Dhabi,AE-AZ,General Partnership,English,en,General Partnership,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
KAEM,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Private Company Unlimited with Shares,English,en,Private Company Unlimited with Shares,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
LZ3H,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Close Ended Investment Company,English,en,Close Ended Investment Company,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
OSE2,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Private Company Limited by Shares,English,en,Private Company Limited by Shares,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
PNX6,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Incorporated Cell Company,English,en,Incorporated Cell Company,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
R2YL,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Private Company Limited by Guarantee,English,en,Private Company Limited by Guarantee,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
VKZD,United Arab Emirates,AE,Abu Dhabi,AE-AZ,Foundation,English,en,Foundation,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Abu Dhabi Global Market (ADGM)
375P,United Arab Emirates,AE,Dubai,AE-DU,Foundation,English,en,Foundation,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)
3P03,United Arab Emirates,AE,Dubai,AE-DU,Open Ended Investment Company,English,en,Open Ended Investment Company,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)
46QC,United Arab Emirates,AE,Dubai,AE-DU,Public Company Limited by Shares,English,en,Public Company Limited by Shares,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)
70EO,United Arab Emirates,AE,Dubai,AE-DU,Private Company Limited by Shares,English,en,Private Company Limited by Shares,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)
AIR0,United Arab Emirates,AE,Dubai,AE-DU,Limited Partnership,English,en,Limited Partnership,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)
F3UE,United Arab Emirates,AE,Dubai,AE-DU,General Partnership,English,en,General Partnership,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)
RWX4,United Arab Emirates,AE,Dubai,AE-DU,Protected Cell Company,English,en,Protected Cell Company,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)
V2PA,United Arab Emirates,AE,Dubai,AE-DU,Limited Liability Partnership,English,en,Limited Liability Partnership,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)
VTIP,United Arab Emirates,AE,Dubai,AE-DU,Close Ended Investment Company,English,en,Close Ended Investment Company,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the Dubai International Financial Centre (DIFC)
35BX,United Arab Emirates,AE,Ras Al Khaimah,AE-RK,Intellectual Property Holding Company ,English,en,Intellectual Property Holding Company ,,,6/10/2020,INAC,deletion,9/23/2021,not a separate legal entity form
FHRL,United Arab Emirates,AE,Ras Al Khaimah,AE-RK,Segregated Portfolio Company,English,en,Segregated Portfolio Company,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the RAK International Corporate Centre
GQ8F,United Arab Emirates,AE,Ras Al Khaimah,AE-RK,Company Limited By Guarantee,English,en,Company Limited By Guarantee,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the RAK International Corporate Centre
HNPH,United Arab Emirates,AE,Ras Al Khaimah,AE-RK,Restricted Purposes Company,English,en,Restricted Purposes Company,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the RAK International Corporate Centre
QJVN,United Arab Emirates,AE,Ras Al Khaimah,AE-RK,Company Limited By Shares,English,en,Company Limited By Shares,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the RAK International Corporate Centre
UAES,United Arab Emirates,AE,Ras Al Khaimah,AE-RK,RAK Economic Zone Company,English,en,RAK Economic Zone Company,FZ LLC,,9/23/2021,ACTV,,,only to be used for entities incorporated under the regulations of the RAK Economic Zone
Z3P8,United Arab Emirates,AE,Ras Al Khaimah,AE-RK,Unlimited Company,English,en,Unlimited Company,,,6/10/2020,ACTV,,,only to be used for entities incorporated under the regulations of the RAK International Corporate Centre
17R0,United Kingdom,GB,,,Community Interest Company,English,en,Community Interest Company,CIC,,7/5/2019,ACTV,,,
1W62,United Kingdom,GB,,,Oversea Company,English,en,Oversea Company,,,7/5/2019,INAC,deletion,6/10/2020,"included by mistake; this is a company formed outside of the UK, with a foreign legal form"
468Q,United Kingdom,GB,,,United Kingdom Societas,English,en,United Kingdom Societas,UKS,,9/23/2021,ACTV,,,new legal form per 1 January 2021 to replace the European legal form Societas Europaea
4A3J,United Kingdom,GB,,,Northern Ireland Company,English,en,Northern Ireland Company,,,7/5/2019,ACTV,jurisdiction of formation and country sub-division code removed,6/10/2020,applies only to entities of the form concerned whose registered office is situated in Northern Ireland. ISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UK
4GJI,United Kingdom,GB,,,Private Limited by Guarantee,English,en,Private Limited by Guarantee,Ltd;Ltd.;Limited,,11/30/2017,ACTV,,,
55MA,United Kingdom,GB,,,Cwmni Cyfyngedig Cyhoeddus,Welsh,cy,Cwmni Cyfyngedig Cyhoeddus,CCC;C.C.C.,,11/30/2017,INAC,deletion,7/5/2019,code replaced by B6ES. ISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UK
57V7,United Kingdom,GB,,,Private Unlimited,English,en,Private Unlimited,,,11/30/2017,ACTV,,,
5FRT,United Kingdom,GB,,,Other Type of Company (in Northern Ireland),English,en,Other Type of Company (in Northern Ireland),,,7/5/2019,ACTV,jurisdiction of formation and country sub-division code removed,6/10/2020,applies only to entities of the form concerned whose registered office is situated in Northern Ireland. ISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UK
60IF,United Kingdom,GB,,,Private Unlimited/No Share Capital,English,en,Private Unlimited/No Share Capital,,,7/5/2019,ACTV,,,
7T8N,United Kingdom,GB,,,Charitable Incorporated Organisation,English,en,Charitable Incorporated Organisation,,,7/5/2019,ACTV,,,
7VVZ,United Kingdom,GB,,,Co-operative Society (Northern Ireland),English,en,Co-operative Society (Northern Ireland),Co-op,,7/5/2019,ACTV,jurisdiction of formation and country sub-division code removed,6/10/2020,applies only to entities of the form concerned whose registered office is situated in Northern Ireland. ISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UKISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UK
8CF0,United Kingdom,GB,,,Assurance Company,English,en,Assurance Company,,,7/5/2019,ACTV,,,
9B78,United Kingdom,GB,,,Royal Charter Company,English,en,Royal Charter Company,,,7/5/2019,ACTV,,,
A2X8,United Kingdom,GB,,,Unregistered Company,English,en,Unregistered Company,,,7/5/2019,INAC,deletion,6/10/2020,this is a duplication of the Unregistered Company (ELF code Q0M5)
AVYY,United Kingdom,GB,,,Government Entity,English,en,Government Entity,,,6/10/2020,ACTV,,,
B6ES,United Kingdom,GB,,,Public Limited Company,English,en,Public Limited Company,PLC;P.L.C;plc;p.l.c,,11/30/2017,ACTV,,,
B6ES,United Kingdom,GB,,,Cwmni Cyfyngedig Cyhoeddus,Welsh,cy,Cwmni Cyfyngedig Cyhoeddus,CCC;C.C.C.,,11/30/2017,ACTV,correction of code for legal form,7/5/2019,applies only to entities of the form concerned whose registered office is situated in Wales and choose to use the Welsh language version
BX6Y,United Kingdom,GB,,,Friendly Society,English,en,Friendly Society,,,7/5/2019,ACTV,,,
C605,United Kingdom,GB,,,Private Limited by Shares (Section 30 Exemption),English,en,Private Limited by Shares (Section 30 Exemption),,,7/5/2019,INAC,deletion,6/10/2020,this is a duplication of the Private Limited by Guarantee company (ELF code 4GJI)
CDOT,United Kingdom,GB,,,UK Establishment,English,en,UK Establishment,BR,,11/30/2017,INAC,deletion,6/10/2020,included by mistake; this is a branch in the UK of a foreign company; such a branch should have the ELF code of the foreign company itself
E12O,United Kingdom,GB,,,Building Society,English,en,Building Society,,,7/5/2019,ACTV,,,
FVGZ,United Kingdom,GB,,,Industrial and Provident Society,English,en,Industrial and Provident Society,,,7/5/2019,INAC,deletion,6/10/2020,this entity is now known as a Registered Society (ELF code XLZV)
G12F,United Kingdom,GB,,,Private Limited by Guarantee/No Share Capital,English,en,Private Limited by Guarantee/No Share Capital,,,7/5/2019,ACTV,,,
H0PO,United Kingdom,GB,,,Private Limited Company,English,en,Private Limited Company,Ltd;Ltd.;Limited,,11/30/2017,ACTV,,,
H0PO,United Kingdom,GB,,,cyfyngedig,Welsh,cy,cyfyngedig,cyf;cyf.,,11/30/2017,ACTV,correction of code for legal form,7/5/2019,applies only to entities of the form concerned whose registered office is situated in Wales and choose to use the Welsh language version
HHYT,United Kingdom,GB,,,European Public Limited-Liability Company (Societas Europaea),English,en,European Public Limited-Liability Company (Societas Europaea),SE;S.E.,,11/30/2017,INAC,deletion,1/1/2021,change in UK legislation; replaced by the new legal form United Kingdom Societas
HX6D,United Kingdom,GB,,,Private Limited,English,en,Private Limited,,,7/5/2019,INAC,deletion,6/10/2020,this is a duplication of the Private Limted Company (ELF code H0PO)
ID30,United Kingdom,GB,,,Limited Partnership,English,en,Limited Partnership,LP;limited partnership;Limited Partnership,,11/30/2017,ACTV,,,
IYXU,United Kingdom,GB,,,Community Benefit Society,English,en,Community Benefit Society,BenCom,,7/5/2019,ACTV,jurisdiction of formation and country sub-division code removed,6/10/2020,ISO has removed the Country sub-division codes (ISO 3166-2) for the different parts of the UK
